,,,,,,,,,Score,,,,Passing,,,,,,,,,,Rushing,,,,Total Offense,,,Kicking,,,,Punting,,First Downs,,,,Downs,,,,Penalties,,Turnovers,,,
Tm,Div,Rk,Gtm,Week,Date,Day,Home/Away,Opp,Rslt,Pts,PtsO,OT,Cmp,Att,Cmp%,Yds,TD,Y/A,AY/A,Rate,Sk,Yds,Att,Yds,TD,Y/A,Ply,Tot,Y/P,FGA,FGM,XPA,XPM,Pnt,Yds,Pass,Rsh,Pen,1stD,3DConv,3DAtt,4DConv,4DAtt,Pen,Yds,FL,Int,TO,ToP
Dallas Cowboys,NFC EAST,8,8,9,11/5/2023,Sun,Away,PHI,L,23,28,,29,44,65.9,333,3,7.6,8.93,111.3,5,41,21,73,0,3.5,70,406,5.8,1,1,2,2,2,82,19,3,5,27,6,15,3,5,10,83,1,0,1,29:42:00
Dallas Cowboys,NFC EAST,9,9,10,11/12/2023,Sun,Home,NYG,W,49,17,,33,44,75,472,4,10.7,10.5,120.6,0,0,33,168,3,5.1,77,640,8.31,0,0,7,7,2,93,19,12,1,32,6,12,1,2,9,83,0,2,2,37:21:00
Dallas Cowboys,NFC EAST,10,10,11,11/19/2023,Sun,Away,CAR,W,33,10,,27,41,65.9,204,2,5,5.95,94,0,0,27,107,1,4,68,311,4.57,2,2,4,3,3,176,11,7,5,23,7,16,0,0,5,45,0,0,0,31:21:00
Dallas Cowboys,NFC EAST,11,11,12,11/23/2023,Thu,Home,WAS,W,45,10,,22,32,68.8,331,4,10.3,12.84,142.1,0,0,18,100,1,5.6,50,431,8.62,1,1,5,4,3,158,15,5,1,21,6,10,0,0,7,48,0,0,0,23:06
Dallas Cowboys,NFC EAST,12,12,13,11/30/2023,Thu,Home,SEA,W,41,35,,29,41,70.7,275,3,6.7,8.17,113.4,4,24,34,136,1,4,79,411,5.2,4,4,3,3,0,0,19,8,6,33,8,14,1,2,9,127,0,0,0,36:27:00
Dallas Cowboys,NFC EAST,13,13,14,12/10/2023,Sun,Home,PHI,W,33,13,,24,39,61.5,256,2,6.6,7.59,97.8,3,15,32,138,1,4.3,74,394,5.32,4,4,3,3,1,48,13,7,4,24,9,16,1,1,7,60,1,0,1,36:36:00
Dallas Cowboys,NFC EAST,14,14,15,12/17/2023,Sun,Away,BUF,L,10,31,,21,34,61.8,106,0,3.1,1.79,54.3,3,28,20,89,1,4.5,57,195,3.42,1,1,1,1,5,275,6,7,1,14,5,13,1,2,5,48,0,1,1,24:55:00
Dallas Cowboys,NFC EAST,15,15,16,12/24/2023,Sun,Away,MIA,L,20,22,,20,32,62.5,242,2,7.6,8.81,106.5,4,11,25,97,0,3.9,61,339,5.56,2,2,2,2,3,178,9,7,3,19,4,12,2,2,6,38,1,0,1,31:02:00
Dallas Cowboys,NFC EAST,16,16,17,12/30/2023,Sat,Home,DET,W,20,19,,26,38,68.4,323,2,8.5,8.37,101.1,3,22,21,61,0,2.9,62,384,6.19,2,2,2,2,4,181,12,4,1,17,7,14,0,0,5,34,1,1,2,29:24:00
Dallas Cowboys,NFC EAST,17,17,18,1/7/2024,Sun,Away,WAS,W,38,10,,34,40,85,309,4,7.7,8.6,121.8,0,0,29,131,1,4.5,69,440,6.38,3,1,5,5,0,0,23,6,2,31,6,10,1,1,2,20,0,1,1,33:55:00
Philadelphia Eagles,NFC EAST,1,1,1,9/6/2018,Thu,Home,ATL,W,18,12,,20,35,57.1,119,0,3.4,2.11,52,2,13,27,113,2,4.2,64,232,3.63,1,1,1,1,6,313,6,7,5,18,8,16,0,0,11,101,1,1,2,32:10:00
Philadelphia Eagles,NFC EAST,2,2,2,9/16/2018,Sun,Away,TAM,L,21,27,,35,48,72.9,321,1,6.7,7.1,97.7,3,13,24,91,2,3.8,75,412,5.49,1,0,3,3,5,280,14,8,2,24,5,15,3,5,6,55,2,0,2,35:39:00
Philadelphia Eagles,NFC EAST,3,3,3,9/23/2018,Sun,Home,IND,W,20,16,,25,37,67.6,227,1,6.1,5.46,81.7,5,28,35,152,1,4.3,77,379,4.92,3,2,2,2,3,128,12,10,4,26,6,14,0,0,10,110,1,1,2,40:12:00
Philadelphia Eagles,NFC EAST,4,4,4,9/30/2018,Sun,Away,TEN,L,23,26,OT,33,50,66,315,2,6.3,7.1,96.7,4,33,22,117,0,5.3,76,432,5.68,3,3,2,2,6,308,18,6,1,25,5,15,0,0,8,77,1,0,1,34:25:00
Philadelphia Eagles,NFC EAST,5,5,5,10/7/2018,Sun,Home,MIN,L,21,23,,24,35,68.6,283,2,8.1,9.23,112,3,28,17,81,0,4.8,55,364,6.62,2,2,1,1,4,187,15,4,2,21,2,9,1,1,8,52,2,0,2,27:13:00
Philadelphia Eagles,NFC EAST,6,6,6,10/11/2018,Thu,Away,NYG,W,34,13,,26,36,72.2,271,3,7.5,9.19,121.4,1,7,31,108,1,3.5,68,379,5.57,3,2,4,4,5,240,15,5,3,23,9,16,0,0,4,25,0,0,0,32:30:00
Philadelphia Eagles,NFC EAST,7,7,7,10/21/2018,Sun,Home,CAR,L,17,21,,30,37,81.1,284,2,7.7,8.76,116.7,4,26,24,58,0,2.4,65,342,5.26,2,1,2,2,3,135,14,6,1,21,3,12,3,4,4,35,1,0,1,35:17:00
Philadelphia Eagles,NFC EAST,8,8,8,10/28/2018,Sun,Away,JAX,W,24,18,,21,30,70,262,3,8.7,9.23,116.2,4,24,28,133,0,4.8,62,395,6.37,1,1,3,3,3,155,15,7,0,22,7,12,0,0,4,36,1,1,2,32:38:00
Philadelphia Eagles,NFC EAST,9,9,10,11/11/2018,Sun,Home,DAL,L,20,27,,32,44,72.7,350,2,8,7.84,101.5,2,10,16,71,0,4.4,62,421,6.79,2,2,2,2,2,88,20,3,0,23,4,10,0,2,0,0,0,1,1,26:38:00
Philadelphia Eagles,NFC EAST,10,10,11,11/18/2018,Sun,Away,NOR,L,7,48,,19,33,57.6,138,0,4.2,0.09,29.6,3,18,12,58,1,4.8,48,196,4.08,0,0,1,1,4,159,9,2,2,13,3,10,0,2,6,49,0,3,3,22:26
Philadelphia Eagles,NFC EAST,11,11,12,11/25/2018,Sun,Home,NYG,W,25,22,,20,28,71.4,214,1,7.6,8.36,105.4,3,22,29,127,1,4.4,60,341,5.68,3,3,0,0,4,201,11,6,2,19,3,11,1,1,7,46,0,0,0,32:38:00
Philadelphia Eagles,NFC EAST,12,12,13,12/3/2018,Mon,Home,WAS,W,28,13,,27,39,69.2,306,2,7.8,7.72,98.9,0,0,33,130,1,3.9,72,436,6.06,2,2,2,2,2,93,18,8,2,28,7,13,0,1,5,38,0,1,1,39:19:00
Philadelphia Eagles,NFC EAST,13,13,14,12/9/2018,Sun,Away,DAL,L,23,29,OT,22,32,68.8,222,3,6.9,8.81,119.5,2,6,14,34,0,2.4,48,256,5.33,1,1,3,2,6,276,12,1,3,16,1,9,1,1,5,49,1,0,1,22:32
Philadelphia Eagles,NFC EAST,14,14,15,12/16/2018,Sun,Away,LAR,W,30,23,,24,31,77.4,270,0,8.7,7.26,89.4,0,0,30,111,3,3.7,61,381,6.25,4,3,3,3,3,155,9,7,1,17,4,13,0,1,6,49,0,1,1,31:36:00
Philadelphia Eagles,NFC EAST,15,15,16,12/23/2018,Sun,Home,HOU,W,32,30,,35,50,70,462,4,9.2,9.94,117.2,1,9,22,57,0,2.6,73,519,7.11,2,2,3,2,2,96,18,4,3,25,9,16,4,4,11,105,2,1,3,33:45:00
Philadelphia Eagles,NFC EAST,16,16,17,12/30/2018,Sun,Away,WAS,W,24,0,,29,34,85.3,231,3,6.8,7.24,112.1,3,12,34,129,0,3.8,71,360,5.07,1,1,3,3,3,123,15,10,0,25,8,14,1,1,5,25,0,1,1,43:19:00
Philadelphia Eagles,NFC EAST,1,1,1,9/8/2019,Sun,Home,WAS,W,32,27,,28,39,71.8,313,3,8,9.56,121,1,0,31,123,1,4,71,436,6.14,1,1,3,3,3,154,13,9,0,22,11,17,1,2,6,55,0,0,0,34:27:00
Philadelphia Eagles,NFC EAST,2,2,2,9/15/2019,Sun,Away,ATL,L,20,24,,28,48,58.3,237,1,4.9,3.48,60.9,3,18,21,49,1,2.3,72,286,3.97,2,2,0,0,4,209,11,5,2,18,9,18,2,3,7,60,1,2,3,32:54:00
Philadelphia Eagles,NFC EAST,3,3,3,9/22/2019,Sun,Home,DET,L,24,27,,19,36,52.8,246,2,6.8,7.94,93.1,3,13,30,127,1,4.2,69,373,5.41,1,1,3,3,3,144,11,6,5,22,7,13,0,2,4,30,2,0,2,32:18:00
Philadelphia Eagles,NFC EAST,4,4,4,9/26/2019,Thu,Away,GNB,W,34,27,,16,27,59.3,160,3,5.9,8.15,113.2,0,0,33,176,2,5.3,60,336,5.6,0,0,4,4,4,167,12,10,2,24,5,9,0,0,9,93,0,0,0,27:39:00
Philadelphia Eagles,NFC EAST,5,5,5,10/6/2019,Sun,Home,NYJ,W,31,6,,17,29,58.6,181,1,6.2,6.93,88.4,1,8,29,84,1,2.9,59,265,4.49,1,1,4,4,5,234,9,5,3,17,5,13,0,2,9,76,1,0,1,30:52:00
Philadelphia Eagles,NFC EAST,6,6,6,10/13/2019,Sun,Away,MIN,L,20,38,,26,41,63.4,292,2,7.1,5.9,80.5,2,14,22,108,0,4.9,65,400,6.15,2,2,2,2,3,131,15,3,1,19,4,12,1,3,7,49,1,2,3,27:56:00
Philadelphia Eagles,NFC EAST,7,7,7,10/20/2019,Sun,Away,DAL,L,10,37,,16,26,61.5,168,1,6.5,5.5,77.1,3,23,28,115,0,4.1,57,283,4.96,1,1,1,1,3,152,9,5,2,16,3,9,1,2,5,40,3,1,4,27:38:00
Philadelphia Eagles,NFC EAST,8,8,8,10/27/2019,Sun,Away,BUF,W,31,13,,17,24,70.8,153,1,6.4,7.21,101.6,3,19,41,218,3,5.3,68,371,5.46,1,1,3,2,4,184,10,10,1,21,8,15,0,2,4,44,1,0,1,35:57:00
Philadelphia Eagles,NFC EAST,9,9,9,11/3/2019,Sun,Home,CHI,W,22,14,,26,39,66.7,227,1,5.8,6.33,90.4,4,12,35,146,1,4.2,78,373,4.78,3,3,2,1,5,245,16,7,3,26,8,18,1,1,8,75,0,0,0,40:18:00
Philadelphia Eagles,NFC EAST,10,10,11,11/17/2019,Sun,Home,NWE,L,10,17,,20,40,50,174,1,4.4,4.85,70.2,5,40,21,81,0,3.9,66,255,3.86,1,1,1,1,8,387,11,5,5,21,3,13,0,1,7,39,1,0,1,31:35:00
Philadelphia Eagles,NFC EAST,11,11,12,11/24/2019,Sun,Home,SEA,L,9,17,,33,45,73.3,238,1,5.3,3.73,74.1,3,18,23,106,0,4.6,71,344,4.85,1,1,0,0,4,164,16,5,2,23,4,12,0,1,2,15,3,2,5,31:55:00
Philadelphia Eagles,NFC EAST,12,12,13,12/1/2019,Sun,Away,MIA,L,31,37,,28,46,60.9,294,3,6.4,6.72,92.1,2,16,19,92,0,4.8,67,386,5.76,4,3,2,2,3,128,19,3,1,23,7,14,0,0,10,91,0,1,1,28:42:00
Philadelphia Eagles,NFC EAST,13,13,14,12/9/2019,Mon,Home,NYG,W,23,17,OT,33,50,66,300,2,6,6.8,95.4,3,25,32,118,1,3.7,85,418,4.92,2,1,2,2,8,387,16,9,2,27,9,21,1,2,4,30,1,0,1,42:51:00
Philadelphia Eagles,NFC EAST,14,14,15,12/15/2019,Sun,Away,WAS,W,37,27,,30,43,69.8,258,3,6,7.4,108.5,2,8,28,157,1,5.6,73,415,5.68,1,1,4,4,3,140,15,9,3,27,11,16,0,0,7,54,1,0,1,36:57:00
Philadelphia Eagles,NFC EAST,15,15,16,12/22/2019,Sun,Home,DAL,W,17,9,,31,40,77.5,313,1,7.8,8.33,107.6,1,6,30,118,1,3.9,71,431,6.07,3,1,2,2,4,163,18,4,1,23,6,14,0,1,4,30,0,0,0,36:12:00
Philadelphia Eagles,NFC EAST,16,16,17,12/29/2019,Sun,Away,NYG,W,34,17,,23,40,57.5,279,1,7,7.48,87.4,1,10,31,121,3,3.9,72,400,5.56,2,2,4,4,7,303,14,9,2,25,4,15,1,2,7,55,0,0,0,31:25:00
Philadelphia Eagles,NFC EAST,1,1,1,9/13/2020,Sun,Away,WAS,L,17,27,,24,42,57.1,208,2,5,3.76,66.4,8,62,17,57,0,3.4,67,265,3.96,2,1,2,2,5,268,13,3,3,19,5,14,0,2,3,20,1,2,3,30:39:00
Philadelphia Eagles,NFC EAST,2,2,2,9/20/2020,Sun,Home,LAR,L,19,37,,26,43,60.5,242,0,5.6,3.53,56.5,0,0,26,121,2,4.7,69,363,5.26,2,2,1,1,2,121,13,11,1,25,7,12,0,1,5,30,1,2,3,28:47:00
Philadelphia Eagles,NFC EAST,3,3,3,9/27/2020,Sun,Home,CIN,T,23,23,OT,29,47,61.7,206,1,4.4,2.89,61.1,3,19,36,172,1,4.8,86,378,4.4,3,3,2,2,6,284,11,12,4,27,10,21,0,0,11,93,0,2,2,37:44:00
Philadelphia Eagles,NFC EAST,4,4,4,10/4/2020,Sun,Away,SFO,W,25,20,,18,28,64.3,174,1,6.2,5.32,78.6,3,19,28,93,1,3.3,59,267,4.53,1,1,2,2,6,307,9,6,3,18,4,13,2,2,3,25,0,1,1,29:29:00
Philadelphia Eagles,NFC EAST,5,5,5,10/11/2020,Sun,Away,PIT,L,29,38,,21,36,58.3,242,2,6.7,5.33,74.1,5,34,16,94,2,5.9,57,336,5.89,1,0,3,3,2,100,14,4,2,20,10,14,0,1,9,84,0,2,2,25:17:00
Philadelphia Eagles,NFC EAST,6,6,6,10/18/2020,Sun,Home,BAL,L,28,30,,21,40,52.5,170,2,4.3,5.25,80.2,6,43,18,194,1,10.8,64,364,5.69,1,0,0,0,6,295,10,6,3,19,3,12,1,3,3,20,1,0,1,23:30
Philadelphia Eagles,NFC EAST,7,7,7,10/22/2020,Thu,Home,NYG,W,22,21,,25,43,58.1,346,2,8,7.93,89.9,3,13,26,96,1,3.7,72,442,6.14,2,1,1,1,5,255,16,8,3,27,4,13,1,2,7,75,0,1,1,32:38:00
Philadelphia Eagles,NFC EAST,8,8,8,11/1/2020,Sun,Home,DAL,W,23,9,,16,28,57.1,103,2,3.7,1.89,59.1,4,29,26,119,0,4.6,58,222,3.83,0,0,1,1,2,83,8,6,4,18,3,8,0,3,4,28,2,2,4,27:10:00
Philadelphia Eagles,NFC EAST,9,9,10,11/15/2020,Sun,Away,NYG,L,17,27,,21,37,56.8,190,0,5.1,5.14,70.8,3,18,23,156,2,6.8,63,346,5.49,1,1,0,0,5,236,11,9,2,22,0,9,1,3,11,74,0,0,0,28:17:00
Philadelphia Eagles,NFC EAST,10,10,11,11/22/2020,Sun,Away,CLE,L,17,22,,21,35,60,209,2,6,4.54,72.2,5,26,25,106,0,4.2,65,315,4.85,1,1,2,2,6,249,11,6,2,19,2,12,2,2,5,33,1,2,3,28:16:00
Philadelphia Eagles,NFC EAST,11,11,12,11/30/2020,Mon,Home,SEA,L,17,23,,26,46,56.5,180,2,3.9,3.8,70.9,6,41,14,70,0,5,66,250,3.79,1,1,1,0,5,245,11,4,3,18,8,17,0,3,9,79,0,1,1,27:03:00
Philadelphia Eagles,NFC EAST,12,12,13,12/6/2020,Sun,Away,GNB,L,16,30,,11,27,40.7,161,1,6,5.04,57.8,7,27,25,117,0,4.7,59,278,4.71,1,1,2,1,5,211,8,7,2,17,4,13,1,1,4,40,0,1,1,28:21:00
Philadelphia Eagles,NFC EAST,13,13,14,12/13/2020,Sun,Home,NOR,W,24,21,,17,30,56.7,167,1,5.6,6.23,83.6,0,0,36,246,2,6.8,66,413,6.26,2,1,3,3,3,140,7,11,3,21,4,13,2,4,6,27,1,0,1,30:16:00
Philadelphia Eagles,NFC EAST,14,14,15,12/20/2020,Sun,Away,ARI,L,26,33,,24,44,54.5,305,3,6.9,8.3,99.1,6,33,29,117,1,4,79,422,5.34,0,0,2,2,6,192,18,5,3,26,6,18,3,4,9,69,0,0,0,32:13:00
Philadelphia Eagles,NFC EAST,15,15,16,12/27/2020,Sun,Away,DAL,L,17,37,,21,39,53.8,326,1,8.4,6.56,69,3,16,29,151,1,5.2,71,477,6.72,1,1,2,2,5,183,12,9,3,24,7,17,1,2,12,115,1,2,3,29:22:00
Philadelphia Eagles,NFC EAST,16,16,17,1/3/2021,Sun,Home,WAS,L,14,20,,13,33,39.4,98,0,3,0.24,22.2,3,21,29,118,2,4.1,65,216,3.32,0,0,2,2,5,226,5,7,4,16,5,14,1,2,6,41,1,2,3,29:12:00
Philadelphia Eagles,NFC EAST,1,1,1,9/12/2021,Sun,Away,ATL,W,32,6,,27,35,77.1,261,3,7.5,9.17,126,1,3,31,173,1,5.6,67,434,6.48,1,1,3,3,4,189,13,10,1,24,6,13,0,2,14,89,0,0,0,31:02:00
Philadelphia Eagles,NFC EAST,2,2,2,9/19/2021,Sun,Home,SFO,L,11,17,,12,24,50,177,0,7.4,7.38,74.5,2,13,29,151,1,5.2,55,328,5.96,2,1,0,0,4,204,7,8,3,18,5,12,0,1,8,57,0,0,0,25:06:00
Philadelphia Eagles,NFC EAST,3,3,3,9/27/2021,Mon,Away,DAL,L,21,41,,25,39,64.1,303,2,7.8,6.49,83.6,2,23,12,64,0,5.3,53,367,6.92,0,0,3,3,6,258,11,1,0,12,4,12,0,2,13,86,0,2,2,25:02:00
Philadelphia Eagles,NFC EAST,4,4,4,10/3/2021,Sun,Home,KAN,L,30,42,,32,48,66.7,358,2,7.5,8.29,102.6,3,29,19,103,1,5.4,70,461,6.59,3,3,3,3,0,0,19,9,2,30,6,12,1,2,9,49,0,0,0,29:08:00
Philadelphia Eagles,NFC EAST,5,5,5,10/10/2021,Sun,Away,CAR,W,21,18,,22,37,59.5,182,0,4.9,3.7,60.9,2,16,22,91,2,4.1,61,273,4.48,2,2,1,1,6,276,8,6,1,15,4,13,0,1,6,60,1,1,2,24:57:00
Philadelphia Eagles,NFC EAST,6,6,6,10/14/2021,Thu,Home,TAM,L,22,28,,12,26,46.2,113,1,4.3,3.38,55.4,2,2,19,100,2,5.3,47,213,4.53,1,0,2,2,5,220,5,8,3,16,3,10,1,1,4,41,0,1,1,20:04
Philadelphia Eagles,NFC EAST,7,7,7,10/24/2021,Sun,Away,LVR,L,22,33,,18,34,52.9,223,2,6.6,7.74,93.1,2,13,32,135,1,4.2,68,358,5.26,0,0,2,2,3,143,12,8,2,22,6,13,2,3,4,37,2,0,2,27:29:00
Philadelphia Eagles,NFC EAST,8,8,8,10/31/2021,Sun,Away,DET,W,44,6,,11,16,68.8,114,0,7.1,7.13,89.1,0,0,46,236,4,5.1,62,350,5.65,3,3,5,5,1,47,6,19,2,27,5,10,0,0,2,15,0,0,0,35:00:00
Philadelphia Eagles,NFC EAST,9,9,9,11/7/2021,Sun,Home,LAC,L,24,27,,11,17,64.7,155,1,9.1,10.29,113.6,1,7,39,176,2,4.5,57,331,5.81,1,1,3,3,3,130,7,13,0,20,8,12,0,0,3,25,0,0,0,26:23:00
Philadelphia Eagles,NFC EAST,10,10,10,11/14/2021,Sun,Away,DEN,W,30,13,,16,23,69.6,170,2,7.4,7.17,101.7,2,8,39,216,0,5.5,64,386,6.03,3,3,3,3,3,154,10,12,0,22,6,13,0,0,7,89,0,1,1,34:58:00
Philadelphia Eagles,NFC EAST,11,11,11,11/21/2021,Sun,Home,NOR,W,40,29,,13,24,54.2,138,0,5.8,5.75,71.2,3,9,50,242,3,4.8,77,380,4.94,4,4,4,4,5,221,7,14,0,21,12,21,0,0,6,49,1,0,1,37:01:00
Philadelphia Eagles,NFC EAST,12,12,12,11/28/2021,Sun,Away,NYG,L,7,13,,14,31,45.2,124,0,4,-0.35,16.8,1,5,33,208,1,6.3,65,332,5.11,0,0,1,1,3,130,8,11,0,19,4,11,0,2,4,26,1,3,4,27:58:00
Philadelphia Eagles,NFC EAST,13,13,13,12/5/2021,Sun,Away,NYJ,W,33,18,,20,25,80,233,2,9.3,10.92,132.2,2,9,41,185,1,4.5,68,418,6.15,4,4,3,3,1,38,13,9,4,26,6,13,1,1,3,20,0,0,0,35:36:00
Philadelphia Eagles,NFC EAST,14,14,15,12/21/2021,Tue,Home,WAS,W,27,17,,20,26,76.9,281,1,10.8,9.85,108,3,15,41,238,2,5.8,70,519,7.41,2,2,3,3,2,75,12,11,0,23,7,13,0,1,4,48,1,1,2,35:17:00
Philadelphia Eagles,NFC EAST,15,15,16,12/26/2021,Sun,Home,NYG,W,34,10,,17,29,58.6,194,2,6.7,8.07,101.8,1,5,30,130,1,4.3,60,324,5.4,3,2,4,4,4,170,9,6,2,17,5,13,0,1,11,79,0,0,0,29:08:00
Philadelphia Eagles,NFC EAST,16,16,17,1/2/2022,Sun,Away,WAS,W,20,16,,17,26,65.4,212,0,8.2,8.15,90.5,1,2,34,118,2,3.5,61,330,5.41,2,2,2,2,2,74,9,9,0,18,4,12,3,4,6,42,0,0,0,32:09:00
Philadelphia Eagles,NFC EAST,17,17,18,1/8/2022,Sat,Home,DAL,L,26,51,,20,34,58.8,166,2,4.9,4.74,78.8,3,22,33,149,1,4.5,70,315,4.5,2,2,2,2,3,87,11,9,2,22,10,18,3,3,3,30,0,1,1,32:23:00
Philadelphia Eagles,NFC EAST,1,1,1,9/11/2022,Sun,Away,DET,W,38,35,,18,32,56.3,239,0,7.5,7.47,80.1,1,4,39,216,4,5.5,72,455,6.32,1,1,5,5,3,137,12,13,2,27,10,17,2,3,10,61,0,0,0,31:34:00
Philadelphia Eagles,NFC EAST,2,2,2,9/19/2022,Mon,Home,MIN,W,24,7,,26,31,83.9,323,1,10.4,9.61,107.4,3,10,34,163,2,4.8,68,486,7.15,2,1,3,3,4,179,13,10,2,25,7,13,0,0,8,60,0,1,1,36:14:00
Philadelphia Eagles,NFC EAST,3,3,3,9/25/2022,Sun,Away,WAS,W,24,8,,22,35,62.9,328,3,9.4,11.09,122.1,3,12,30,72,0,2.4,68,400,5.88,1,1,3,3,6,277,16,3,2,21,5,15,2,3,5,52,0,0,0,27:06:00
Philadelphia Eagles,NFC EAST,4,4,4,10/2/2022,Sun,Home,JAX,W,29,21,,16,25,64,191,0,7.6,5.84,70.6,2,13,50,210,4,4.2,77,401,5.21,1,1,3,2,3,134,8,14,3,25,4,15,3,5,3,20,0,1,1,39:51:00
Philadelphia Eagles,NFC EAST,5,5,5,10/9/2022,Sun,Away,ARI,W,20,17,,26,36,72.2,218,0,6.1,6.06,87.5,2,21,33,139,2,4.2,71,357,5.03,2,2,2,2,4,184,12,12,0,24,6,13,1,1,3,30,0,0,0,34:39:00
Philadelphia Eagles,NFC EAST,6,6,6,10/16/2022,Sun,Home,DAL,W,26,17,,15,25,60,132,2,5.3,6.88,100.7,4,23,39,136,1,3.5,68,268,3.94,2,2,2,2,4,187,9,9,4,22,6,14,1,1,2,10,0,0,0,34:30:00
Philadelphia Eagles,NFC EAST,7,7,8,10/30/2022,Sun,Home,PIT,W,35,13,,20,30,66.7,290,4,9.7,12.33,137.5,3,18,20,111,1,5.6,53,401,7.57,0,0,5,5,4,183,13,6,1,20,7,12,1,1,8,60,0,0,0,25:42:00
Philadelphia Eagles,NFC EAST,8,8,9,11/3/2022,Thu,Away,HOU,W,29,17,,21,27,77.8,217,2,8,9.52,124.8,4,26,31,143,2,4.6,62,360,5.81,1,0,3,3,3,149,14,9,1,24,5,10,2,2,4,31,1,0,1,28:13:00
Philadelphia Eagles,NFC EAST,9,9,10,11/14/2022,Mon,Home,WAS,L,21,32,,17,26,65.4,170,2,6.5,6.35,93.4,1,5,20,94,1,4.7,47,264,5.62,0,0,3,3,3,141,10,7,1,18,5,8,0,0,7,75,3,1,4,19:36
Philadelphia Eagles,NFC EAST,10,10,11,11/20/2022,Sun,Away,IND,W,17,16,,18,25,72,173,1,6.9,7.72,104.2,3,17,33,141,1,4.3,61,314,5.15,1,1,2,2,4,167,6,10,2,18,5,12,1,2,7,55,2,0,2,29:22:00
Philadelphia Eagles,NFC EAST,11,11,12,11/27/2022,Sun,Home,GNB,W,40,33,,16,28,57.1,137,2,4.9,6.32,93.9,2,16,49,363,3,7.4,79,500,6.33,2,2,5,4,1,52,6,21,2,29,8,15,2,3,3,25,1,0,1,35:34:00
Philadelphia Eagles,NFC EAST,12,12,13,12/4/2022,Sun,Home,TEN,W,35,10,,30,41,73.2,386,3,9.4,10.88,126.7,2,5,24,67,2,2.8,67,453,6.76,0,0,5,5,5,215,16,7,3,26,3,11,3,3,12,80,0,0,0,32:33:00
Philadelphia Eagles,NFC EAST,13,13,14,12/11/2022,Sun,Away,NYG,W,48,22,,21,31,67.7,184,2,5.9,7.23,104.8,4,33,31,253,4,8.2,66,437,6.62,2,2,6,6,2,35,10,15,2,27,6,11,1,1,2,9,0,0,0,32:30:00
Philadelphia Eagles,NFC EAST,14,14,15,12/18/2022,Sun,Away,CHI,W,25,20,,22,37,59.5,309,0,8.4,5.92,63.9,1,6,33,112,3,3.4,71,421,5.93,2,1,2,2,2,90,11,8,1,20,9,16,1,2,2,25,1,2,3,29:53:00
Philadelphia Eagles,NFC EAST,15,15,16,12/24/2022,Sat,Away,DAL,L,34,40,,24,40,60,355,2,8.9,7.63,84.9,0,0,29,87,1,3,69,442,6.41,2,2,4,4,0,0,19,4,2,25,8,14,2,3,2,10,2,2,4,27:42:00
Philadelphia Eagles,NFC EAST,16,16,17,1/1/2023,Sun,Home,NOR,L,10,20,,18,32,56.3,246,1,7.7,6.91,78.4,6,28,15,67,0,4.5,53,313,5.91,1,1,1,1,6,251,9,2,0,11,3,12,0,2,8,49,0,1,1,22:56
Philadelphia Eagles,NFC EAST,17,17,18,1/8/2023,Sun,Home,NYG,W,22,16,,20,35,57.1,207,0,5.9,4.63,62.4,3,22,34,135,1,4,72,342,4.75,5,5,1,1,2,67,11,11,1,23,5,14,0,0,4,30,0,1,1,31:26:00
Philadelphia Eagles,NFC EAST,1,1,1,9/10/2023,Sun,Away,NWE,W,25,20,,22,33,66.7,154,1,4.7,5.27,87.2,3,16,25,97,0,3.9,61,251,4.11,4,4,2,1,4,197,8,6,3,17,4,13,0,1,5,49,1,0,1,30:48:00
Philadelphia Eagles,NFC EAST,2,2,2,9/14/2023,Thu,Home,MIN,W,34,28,,18,23,78.3,171,1,7.4,6.35,94,4,22,48,259,3,5.4,75,430,5.73,3,2,4,4,4,150,4,19,1,24,6,14,1,1,7,45,0,1,1,39:28:00
Philadelphia Eagles,NFC EAST,3,3,3,9/25/2023,Mon,@,TAM,W,25,11,,23,37,62.2,271,1,7.3,5.43,70.9,1,6,40,201,1,5,78,472,6.05,3,3,2,2,1,38,13,12,2,27,10,16,2,3,3,20,0,2,2,38:55:00
Philadelphia Eagles,NFC EAST,4,4,4,10/1/2023,Sun,Home,WAS,W,34,31,OT,25,37,67.6,311,2,8.4,9.49,111.4,3,8,27,104,1,3.9,67,415,6.19,4,4,2,2,3,129,14,6,3,23,4,12,2,2,11,81,0,0,0,30:55:00
Philadelphia Eagles,NFC EAST,5,5,5,10/8/2023,Sun,Away,LAR,W,23,14,,25,38,65.8,295,1,7.8,7.11,87.1,1,8,39,159,1,4.1,78,454,5.82,3,3,2,2,1,41,13,12,3,28,13,18,0,1,3,35,0,1,1,37:55:00
Philadelphia Eagles,NFC EAST,6,6,6,10/15/2023,Sun,Away,NYJ,L,14,20,,28,45,62.2,268,1,6,3.4,58.4,2,12,22,80,1,3.6,69,348,5.04,1,0,2,2,2,81,16,6,2,24,7,14,1,2,5,46,1,3,4,30:44:00
Philadelphia Eagles,NFC EAST,7,7,7,10/22/2023,Sun,Home,MIA,W,31,17,,23,31,74.2,256,2,8.3,8.1,106.4,3,23,34,99,2,2.9,68,355,5.22,1,1,4,4,1,57,11,12,3,26,4,12,4,4,0,0,1,1,2,36:43:00
